Filename,Card Name,AI Prompt
core-dawncast-shrine.png,Morgenzauber-Schrein,"Fantasy trading card game illustration, digital-painterly style. A simple shrine made of light marble catching the first warm rays of the morning sun. Color palette: warm gold and white tones, light marble. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-dawnfeather-scout.png,Morgenfeder-Kundschafterin,"Fantasy trading card game illustration, digital-painterly style. A feather-light spirit scout gliding with golden feathers through the breaking dawn. Color palette: warm gold, soft pink, and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-dawnglow-mercy.png,Morgenglanz-Gnade,"Fantasy trading card game illustration, digital-painterly style. A warm, golden glow flowing supportively over an exhausted warrior in the first light of dawn. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-dawnhaven-covenant.png,Morgenhort-Bund,"Fantasy trading card game illustration, digital-painterly style. A radiant covenant altar of white stone connecting an entire army with healing morning light. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-dawnrise-champion.png,Morgenaufgangs-Champion,"Fantasy trading card game illustration, digital-painterly style. A radiant champion raising his sword high above his head as the sun rises behind him. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-dawnrise-sanctuary.png,Morgenaufgangs-Heiligtum,"Fantasy trading card game illustration, digital-painterly style. A sanctuary flooded with golden morning light, featuring high, open archways. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-dawnroot-blessing.png,Morgenwurzel-Segen,"Fantasy trading card game illustration, digital-painterly style. Golden light roots growing supportively from the ground, strengthening two nearby warriors simultaneously. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-dawnward-standard.png,Morgenwacht-Feldzeichen,"Fantasy trading card game illustration, digital-painterly style. A towering, gold-trimmed military standard watching radiantly over a defended position. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-dawnwell-archive.png,Morgenquell-Archiv,"Fantasy trading card game illustration, digital-painterly style. An archive fed by a glowing spring, with endless shelves of gold-trimmed scrolls. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-direbrood-curse.png,Fluch der Unheilsbrut,"Fantasy trading card game illustration, digital-painterly style. A black-and-violet curse mist creeping like living brood over two marked creatures, draining them. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-direful-clasp.png,Unheilvolle Spange,"Fantasy trading card game illustration, digital-painterly style. A dark, shimmering metallic clasp etched with ominous, sinister symbols. Color palette: neutral dark metal. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-direful-siphon.png,Unheilvoller Aderlass,"Fantasy trading card game illustration, digital-painterly style. A bizarre instrument made of glass tubes and dark metal, slowly siphoning life force. Color palette: neutral dark metal, glowing crimson. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-dominion-collar.png,Bann-Halsband,"Fantasy trading card game illustration, digital-painterly style. A heavy collar inscribed with binding runes, made of dull, dark metal. Color palette: neutral dark iron. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-doomreap-edict.png,Verhängnisernte,"Fantasy trading card game illustration, digital-painterly style. A spectral scythe made of violet shadow striking down to ruthlessly harvest an enemy creature. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-doubletide-snare.png,Doppelflutfessel,"Fantasy trading card game illustration, digital-painterly style. Two streams of swirling water snapping like shackles around the legs of two enemy creatures. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-duskbound-cairn.png,Dämmerbund-Kairn,"Fantasy trading card game illustration, digital-painterly style. A burial cairn built of grey stones in the last light of dusk, unleashing a shower of rubble upon collapse. Color palette: neutral stone grey, twilight violet. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-duskglow-ward.png,Dämmerglut-Schutz,"Fantasy trading card game illustration, digital-painterly style. A softly glowing protective aura in twilight gold and violet surrounding a watchful figure. Color palette: warm gold and dark violet tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-ember-briar.png,Glutdorn,"Fantasy trading card game illustration, digital-painterly style. A glowing thorny vine of fire suddenly bursting from the ground, piercing everything in the path of an attacking creature. Color palette: warm red and orange tones, fire. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-ember-whelp.png,Glutwelpe,"Fantasy trading card game illustration, digital-painterly style. A small, impetuous dragon whelp with red-glowing scales, snorting its first sparks from its nostrils. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-emberborn-sprinter.png,Flammengeborener Läufer,"Fantasy trading card game illustration, digital-painterly style. A runner creature born of pure flame, leaving a trail of glowing footprints as it sprints. Color palette: warm red and intense orange tones, fire. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-emberclad-brand.png,Glutgewandtes Brandmal,"Fantasy trading card game illustration, digital-painterly style. A glowing brand symbol enveloping a creature in a garment of flickering embers, driving it to strike with lightning speed. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-emberflash-bolt.png,Glutblitz-Bolzen,"Fantasy trading card game illustration, digital-painterly style. A bright, spark-showering fire bolt shooting crackling through the air, leaving a clarifying trail. Color palette: warm red and bright orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-emberglass-ward.png,Glutglas-Schutzsiegel,"Fantasy trading card game illustration, digital-painterly style. A red-shimmering seal made of ember-fused glass, cased in dark metal. Color palette: neutral dark metal, glowing translucent red. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-emberguard-brand.png,Glutwacht-Brandmal,"Fantasy trading card game illustration, digital-painterly style. A permanently branded ember symbol allowing a creature to react with watchful, lightning speed to any attack. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-embermarch-brand.png,Glutmarsch-Brandmal,"Fantasy trading card game illustration, digital-painterly style. A briefly flaring brand driving a creature to a rapid, decisive first blow. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-emberpaw-cub.png,Glutpranke,"Fantasy trading card game illustration, digital-painterly style. A swift wolf cub leaving glowing paw prints as it hastily chases across scorched grass. Color palette: warm red and orange tones, embers. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-emberstride-brand.png,Glutschritt-Brandmal,"Fantasy trading card game illustration, digital-painterly style. Glowing footprints of ash permanently burning into the stride of a hurrying creature. Color palette: warm red and orange tones, grey ash. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-emberwake-rally.png,Glutwach-Aufgebot,"Fantasy trading card game illustration, digital-painterly style. Two small, blazing light figures rising up in flight from a flaring call to arms. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-endless-archive.png,Endloses Archiv,"Fantasy trading card game illustration, digital-painterly style. Endless rows of shelves disappearing into mist, filled with books and scrolls in a vast library hall. Color palette: neutral material tones, ancient paper, grey mist. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-entropic-hollow.png,Entropische Leere,"Fantasy trading card game illustration, digital-painterly style. A formless, violet-black void cave slowly devouring all light in its surroundings. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-farsight-lens.png,Weitsicht-Linse,"Fantasy trading card game illustration, digital-painterly style. A polished lens cased in brass, allowing a clear view into the far distance. Color palette: neutral material tones, brass, gold. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-fire-jolt.png,Feuerstoß,"Fantasy trading card game illustration, digital-painterly style. A short, sharp burst of fire shooting like a whip from a clenched fist. Color palette: warm red and intense orange tones, fire. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-flame-lance.png,Feuerlanze,"Fantasy trading card game illustration, digital-painterly style. A long, blazing lance made of pure fire piercing through its target with hissing heat. Color palette: warm red and intense orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-flame-ridge.png,Flammenkuppe,"Fantasy trading card game illustration, digital-painterly style. A rugged mountain ridge with lava streams and smoking rifts in the red evening light. Color palette: neutral rock tones, flowing lava, red-orange sky. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-flame-watch.png,Flammenwache,"Fantasy trading card game illustration, digital-painterly style. A watchful guardian with a burning torch standing motionless in front of a blazing gate of fire. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-forgeheart-crucible.png,Schmiedeherz-Tiegel,"Fantasy trading card game illustration, digital-painterly style. A glowing crucible in the shape of a heart, with molten, forged fire pulsing from its interior. Color palette: neutral dark iron, pulsing orange. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-forsaken-snare.png,Verlassene Falle,"Fantasy trading card game illustration, digital-painterly style. A rusted trapping snare half-buried in the soil with tensed teeth. Color palette: neutral material tones, rust, earth brown. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-foundry-anvil.png,Schmiedeambos,"Fantasy trading card game illustration, digital-painterly style. A massive anvil marked by hammer blows in a spark-showering blacksmith forge. Color palette: neutral material tones, dark iron, bright sparks. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-gloomweight-idol.png,Trübnisgewicht-Idol,"Fantasy trading card game illustration, digital-painterly style. A heavy idol carved from dark stone, radiating a depressing, gloomy aura. Color palette: neutral dark stone, faint purple gloom. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-grasping-shadows.png,Greifende Schatten,"Fantasy trading card game illustration, digital-painterly style. Countless bony, shadowy hands reaching upward from a violet-black darkness. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-grave-legion.png,Grablegion,"Fantasy trading card game illustration, digital-painterly style. Two bone-rattling skeleton thralls rising clattering from torn-open graves. Color palette: dark violet, deep black tones, ancient bone white. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-grave-viper.png,Grabotter,"Fantasy trading card game illustration, digital-painterly style. A decaying viper with foul, toxic-dripping fangs gliding between mossy tombstones. Color palette: dark violet and deep black tones, sickly green venom. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-gravebound-oracle.png,Grabgebundene Seherin,"Fantasy trading card game illustration, digital-painterly style. A resilient, grave-bound undead seer with an empty gaze, whose knowledge is finally freed only in death. Color palette: dark violet and black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-gravebound-shrine.png,Grabgebundener Schrein,"Fantasy trading card game illustration, digital-painterly style. A dilapidated shrine decorated with bones radiating an ominous aura, bursting explosively upon destruction. Color palette: dark violet, black tones, bone shards. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-gravebound-warden.png,Grabgebundener Wärter,"Fantasy trading card game illustration, digital-painterly style. A bony warden chained to his grave standing immovably on guard before a crypt. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-gravecall-summoner.png,Grabruf-Beschwörerin,"Fantasy trading card game illustration, digital-painterly style. An undead summoner calling for the dead beneath the earth with outstretched, skeletal fingers. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-gravetide-obelisk.png,Grabflut-Obelisk,"Fantasy trading card game illustration, digital-painterly style. An obelisk covered in grave inscriptions, washed by tidal water, fracturing rifts into opposing structures as it crumbles. Color palette: neutral stone, cool blue water, dark purple cracks. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-grimspawn-channeler.png,Grimmbrut-Kanalisiererin,"Fantasy trading card game illustration, digital-painterly style. A grim, undead channeler directing dark energy through decayed bones with raised hands. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-grove-calf.png,Waldkalb,"Fantasy trading card game illustration, digital-painterly style. A young, gentle forest calf with moss-green fur grazing peacefully between tall ferns. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-grove-elder.png,Hain-Ältester,"Fantasy trading card game illustration, digital-painterly style. An ancient, gnarled tree-keeper with bark-covered arms resting deeply rooted in the heart of a grove. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-growth-totem.png,Wachstumstotem,"Fantasy trading card game illustration, digital-painterly style. A totem carved from intertwined roots, causing vibrant green vines to grow around itself. Color palette: neutral wood tones, lush green vines. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-harbor-warden.png,Hafenwächter,"Fantasy trading card game illustration, digital-painterly style. A massive water spirit warden standing motionless at the pier of a mist-shrouded harbor. Color palette: cool blue and turquoise tones, grey mist. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-healing-light.png,Heilendes Licht,"Fantasy trading card game illustration, digital-painterly style. A gentle, warm beam of light descending supportively over an exhausted figure. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hearthforge-anvil.png,Herdschmiede-Amboss,"Fantasy trading card game illustration, digital-painterly style. A warm blacksmith anvil illuminated by a domestic hearth fire in a cozy workshop. Color palette: neutral material tones, warm orange hearth fire. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hexbind-lash.png,Fluchband-Peitsche,"Fantasy trading card game illustration, digital-painterly style. A whip woven from black curse energy striking invisibly against the opponent's will. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollow-ravager.png,Hohlwüter,"Fantasy trading card game illustration, digital-painterly style. A hollow-eyed, muscular demon plowing roaringly and unstoppably through everything in its path. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowbanish-verdict.png,Hohlbann-Verdikt,"Fantasy trading card game illustration, digital-painterly style. A violet-black portal of pure void tearing a hostile structure or entity permanently out of the world. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowbind-curse.png,Hohlbann-Fluch,"Fantasy trading card game illustration, digital-painterly style. A hollow, binding curse of black smoke wrapping suffocatingly around its cursed prey. Color palette: dark violet and deep black tones, dark smoke. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowcurse-brand.png,Hohlfluch-Brandmal,"Fantasy trading card game illustration, digital-painterly style. A hollowed, curse-laden brand mark glowing violet on rotting wood. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowdepth-warden.png,Hohltiefen-Wächterin,"Fantasy trading card game illustration, digital-painterly style. An undead warden with outstretched, claw-like arms guarding the depths of a hollow crypt. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowdrain-oath.png,Hohlsog-Schwur,"Fantasy trading card game illustration, digital-painterly style. A dark oath drawing life force from the void and binding it permanently to a creature. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowdusk-shrine.png,Hohldämmerungs-Schrein,"Fantasy trading card game illustration, digital-painterly style. A hollowed shrine lying in eternal dusk, radiating a deep violet twilight. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowed-locket.png,Ausgehöhltes Medaillon,"Fantasy trading card game illustration, digital-painterly style. An empty, hollowed locket made of tarnished silver dangling lightly on a chain. Color palette: neutral material tones, tarnished silver. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowed-satchel.png,Hohle Satteltasche,"Fantasy trading card game illustration, digital-painterly style. A worn, empty satchel made of cracked leather lying carelessly on dusty ground. Color palette: neutral material tones, cracked leather brown. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowmarch-reaver.png,Hohlmarsch-Plünderer,"Fantasy trading card game illustration, digital-painterly style. A gaunt, undead reaver marching with a hollow gaze through a deserted battlefield. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowmaw-devourer.png,Hohlrachen-Verschlinger,"Fantasy trading card game illustration, digital-painterly style. A massive, undead beast monstrosity with a gaping hollow maw devouring everything while new life force surges into its decayed veins. Color palette: dark violet, deep black tones, crimson energy. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowreach-oath.png,Hohlgriff-Schwur,"Fantasy trading card game illustration, digital-painterly style. A dark oath causing bony, reaching arms to grow permanently from the shadow of a creature. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowreach-stalker.png,Hohlgriff-Pirscher,"Fantasy trading card game illustration, digital-painterly style. A gaunt, undead stalker with excessively long arms lurking motionless at the edge of the battlefield. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowveil-reaver.png,Hohlschleier-Plünderer,"Fantasy trading card game illustration, digital-painterly style. A reaver wrapped in a shredded, hollow veil striking back automatically when wounded. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-hollowvein-mantle.png,Hohlader-Mantel,"Fantasy trading card game illustration, digital-painterly style. A mantle made of pulsating, dark veins wrapping around its wearer like a second entity. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-husk-crawler.png,Hüllenkriecher,"Fantasy trading card game illustration, digital-painterly style. A dried-out, crawling body husk moving jerkily across the dusty floor. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-inferno-surge.png,Feuersturz,"Fantasy trading card game illustration, digital-painterly style. A massive, free-willed wave of fire crashing down like a burning avalanche upon its target. Color palette: warm red and intense orange tones, fire. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-iron-standard.png,Eisernes Feldzeichen,"Fantasy trading card game illustration, digital-painterly style. A simple military standard forged from solid iron stands firmly anchored in the ground. Color palette: neutral material tones, iron grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-ironforge-loom.png,Eisenschmiede-Webstuhl,"Fantasy trading card game illustration, digital-painterly style. A massive loom made of iron and chain links clankingly weaving armor garments. Color palette: neutral material tones, dark iron, metallic grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-ironhide-banner.png,Eisenhaut-Banner,"Fantasy trading card game illustration, digital-painterly style. A tough banner made of tanned, iron-hard beast hide waving stiffly in the wind over the field. Color palette: neutral material tones, tough brown hide. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-ironhide-bison.png,Eisenhaut-Bison,"Fantasy trading card game illustration, digital-painterly style. A massive bison with thick, iron-hard armored skin stomping heavily across the plain. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-leaden-toll.png,Bleierner Zoll,"Fantasy trading card game illustration, digital-painterly style. A heavy, lead scale with clanking weights relentlessly demanding its toll. Color palette: neutral material tones, lead grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-leechspawn.png,Blutbrut,"Fantasy trading card game illustration, digital-painterly style. A slimy, blood-hungry undead brood latching onto its victim with a tooth-lined mouth. Color palette: dark violet, deep black tones, crimson blood. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-light-altar.png,Lichtaltar,"Fantasy trading card game illustration, digital-painterly style. A temple altar flooded with warm, golden light, featuring tall, white columns. Color palette: neutral stone material tones, warm gold, white. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-lucent-retaliator.png,Leuchtende Vergelterin,"Fantasy trading card game illustration, digital-painterly style. A luminous female cleric with a raised shield reflecting holy light back like a counter-strike. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-mantle-of-thorns.png,Dornenmantel,"Fantasy trading card game illustration, digital-painterly style. A dense mantle woven from sharp thorns wrapping protectively around a creature. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-mind-rot.png,Geistesfäule,"Fantasy trading card game illustration, digital-painterly style. A foul, violet mist creeping into the mind of the opponent, rotting memories. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-mistveil-trickster.png,Nebelschleier-Gauklerin,"Fantasy trading card game illustration, digital-painterly style. A blurred, ghostly female trickster gliding silently through dense mist above the water. Color palette: cool blue, turquoise tones, grey mist. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-moltenscale-graft.png,Schmelzschuppen-Veredelung,"Fantasy trading card game illustration, digital-painterly style. Glowing molten scales permanently growing into the skin of a creature, granting raw power. Color palette: warm red and intense orange tones, embers. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-moonlit-augury.png,Mondlicht-Weissagung,"Fantasy trading card game illustration, digital-painterly style. A female druid reading signs from leaves and the path of the stars in the silver moonlight. Color palette: lush green, deep brown, shimmering silver moonlight. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-moss-elder.png,Moosältester,"Fantasy trading card game illustration, digital-painterly style. A tree-keeper heavily overgrown with thick, green moss standing still in the shaded undergrowth. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-mossheart-grove.png,Moosherz-Hain,"Fantasy trading card game illustration, digital-painterly style. A grove covered in soft moss pulsating with the gentle heartbeat of the forest. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
